"","ACCIDENT_N","ID","LOCATION","DISTANCE","DIRECTION","DATE","TIME","COLL_TYPE","INVOLVED","EXTENT","TRAVERSE","REPNO","PCF","LIGHTING","NUMO_INJ","NUMO_KLD","PARTY1","PARTY2","DOT1","DOT2","MPC1","MPC2","HIGHLIGHT","X","Y","DOCUMENT","MILEPOST","LAT","LONG","x","y","lat","lon","coords.x1","coords.x2"
"161",7456064500654,0,"Market St at 12th St","135","West","5/31/2000","06:45 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","East","East","Making Right Turn","Proceeding Straight",NA,6006608.33008,2110023.80351,NA,NA,NA,NA,6006608.33008,2110023.80351,-122.420586202409,37.7740967718526,6006608.33007665,2110023.80350826
"162",7457143000066,0,"Oakdale Ave at Quint St","0","Not Stated","6/1/2000","02:30 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Traffic Signals and Signs","Daylight","1","0","Bicyclist","Driver","North","West","Proceeding Straight","Proceeding Straight",NA,6013461,2096659,NA,NA,NA,NA,6013461,2096659,-122.395944717702,37.7377837338814,6013461,2096659
"163",7458204701741,0,"8th St at Townsend St","30","North","6/2/2000","08:47 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Passing","Dark - Street Lights","1","0","Bicyclist","Pedestrian","South","West","Proceeding Straight","Not Applicable - Ped",NA,6011386.26547,2108478.68131,NA,NA,NA,NA,6011386.26547,2108478.68131,-122.403949646915,37.7701223334889,6011386.26547038,2108478.6813118
"164",7459173002060,0,"North Point St at The Embarcadero","50","South","6/3/2000","05:30 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Other Hazardous Movement","Daylight","1","0","Parked Vehicle","Bicyclist","South","South","Parked","Passing Other Vehicle",NA,6010644.32556,2122050.56326,NA,NA,NA,NA,6010644.32556,2122050.56326,-122.407473001966,37.8073459998155,6010644.32556217,2122050.5632565
"165",7460163001480,0,"Stanyan St at John F Kennedy Dr","8","South","6/4/2000","04:30 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Traffic Signals and Signs","Daylight","1","0","Driver","Bicyclist","South","East","Proceeding Straight","Proceeding Straight",NA,5996940.09897,2109244.07584,NA,NA,NA,NA,5996940.09897,2109244.07584,-122.453973789559,37.7714062222225,5996940.09897067,2109244.07584304
"166",7461141001624,0,"16th St at Hoff St","0","Not Stated","6/5/2000","02:10 PM","Other","Non-Collision","Complaint of Pain",NA,NA,"Unsafe Speed","Daylight","1","0","Bicyclist",NA,"East",NA,"Proceeding Straight",NA,NA,6006542,2106711,NA,NA,NA,NA,6006542,2106711,-122.420580440119,37.7649968622683,6006542,2106711
"167",7461160001693,0,"Florida St at 26th St","37","North","6/5/2000","04:00 PM","Other","Bicycle","Severe Injury",NA,NA,"Unsafe Speed","Daylight","1","0","Bicyclist","Parked Vehicle","North","North","Making Left Turn","Parked",NA,6009551.97218,2101058.94439,NA,NA,NA,NA,6009551.97218,2101058.94439,-122.409770663281,37.749646765812,6009551.97217758,2101058.94438978
"168",7462200002111,0,"Fulton St at Loyola Ter","48","East","6/6/2000","08:00 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Wrong Side of Road","Daylight","1","0","Bicyclist","Pedestrian","East","South","Proceeding Straight","Not Applicable - Ped",NA,5998499.53006,2110709.70027,NA,NA,NA,NA,5998499.53006,2110709.70027,-122.448685243232,37.775519740649,5998499.53005733,2110709.7002724
"169",7464175501713,0,"Clay St at Battery St","0","Not Stated","6/8/2000","05:55 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Pedestrian Violation","Daylight","2","0","Pedestrian","Bicyclist","South","East","Not Applicable - Ped","Proceeding Straight",NA,6012616,2117519,NA,NA,NA,NA,6012616,2117519,-122.400331046748,37.7950135821529,6012616,2117519
"170",7467120600801,0,"47th Ave at Sloat Blvd","2","North","6/11/2000","12:06 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","East","South","Proceeding Straight","Making Right Turn",NA,5981839.95022,2096478.99938,NA,NA,NA,NA,5981839.95022,2096478.99938,-122.505258805745,37.7354795569185,5981839.95022289,2096478.99938046
"171",7467174001713,0,"Grant Ave at Sacramento St","90","North","6/11/2000","05:40 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Speed","Daylight","1","0","Bicyclist","Pedestrian","North","Not Stated","Proceeding Straight","Not Applicable - Ped",NA,6010916.57468,2117047.13816,NA,NA,NA,NA,6010916.57468,2117047.13816,-122.406178079504,37.7936230518536,6010916.57468082,2117047.1381593
"172",7468163001244,0,"Post St at Webster St","0","Not Stated","6/12/2000","04:30 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Following Too Closely","Daylight","1","0","Driver","Bicyclist","West","West","Proceeding Straight","Making Left Turn",NA,6003578,2114193,NA,NA,NA,NA,6003578,2114193,-122.431366312708,37.7853731001685,6003578,2114193
"173",7471175002075,0,"16th St at Dolores St","0","Not Stated","6/15/2000","05:50 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","South","West","Proceeding Straight","Proceeding Straight",NA,6004863,2106618,NA,NA,NA,NA,6004863,2106618,-122.426381063284,37.7646467395254,6004863,2106618
"174",7471200000767,0,"Union St at Gough St","0","Not Stated","6/15/2000","08:00 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","West","East","Making Left Turn","Proceeding Straight",NA,6004857,2118814,NA,NA,NA,NA,6004857,2118814,-122.427270640653,37.7981336020326,6004857,2118814
"175",7473060000654,0,"6th St at Natoma St","0","Not Stated","6/17/2000","06:00 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Traffic Signals and Signs","Dusk - Dawn","1","0","Driver","Bicyclist","East","North","Proceeding Straight","Traveling Wrong Way",NA,6010379,2112156,NA,NA,NA,NA,6010379,2112156,-122.407693108536,37.7801630690667,6010379,2112156
"176",7473143501852,0,"Moraga St at Sunset Blvd","0","Not Stated","6/17/2000","02:35 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","South","West","Proceeding Straight","Making Right Turn",NA,5984856,2103625,NA,NA,NA,NA,5984856,2103625,-122.49535818593,37.7552775403551,5984856,2103625
"177",7473164301480,0,"Vicente St at Sunset Blvd","13","West","6/17/2000","04:43 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Starting or Backing","Daylight","1","0","Driver","Bicyclist","East","North","Proceeding Straight","Proceeding Straight",NA,5985053.00667,2097508.58355,NA,NA,NA,NA,5985053.00667,2097508.58355,-122.494226085243,37.7384950587381,5985053.00667221,2097508.58354719
"178",7473184700525,0,"Putnam St at Tompkins Ave","200","South","6/17/2000","06:47 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Speed","Daylight","1","0","Driver","Bicyclist","South","East","Proceeding Straight","Entering Traffic",NA,6009083.92843,2096236.91139,NA,NA,NA,NA,6009083.92843,2096236.91139,-122.41104862703,37.7363802809115,6009083.92842743,2096236.91138877
"179",7475235502027,0,"Golden Gate Ave at Van Ness Ave","0","Not Stated","6/19/2000","11:55 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Traffic Signals and Signs","Dark - Street Lights","1","0","Bicyclist","Driver","South","East","Proceeding Straight","Proceeding Straight",NA,6006703,2112547,NA,NA,NA,NA,6006703,2112547,-122.42043785644,37.7810301953867,6006703,2112547
"180",7477123000654,0,"Market St at 5th St","400","East","6/21/2000","12:30 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Pedestrian Violation","Daylight","2","0","Bicyclist","Pedestrian","East","South","Proceeding Straight","Not Applicable - Ped",NA,6010590.52497,2113826.94478,NA,NA,NA,NA,6010590.52497,2113826.94478,-122.407079156864,37.7847629282186,6010590.52497487,2113826.94478419
"181",7477173802044,0,"Sacramento St at Drumm St","16","West","6/21/2000","05:38 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","South","North","Entering Traffic","Making Left Turn",NA,6013679.15367,2117339.78783,NA,NA,NA,NA,6013679.15367,2117339.78783,-122.396639782169,37.7945807349231,6013679.15366541,2117339.78783363
"182",7478082300962,0,"Division St at Potrero Ave","0","Not Stated","6/22/2000","08:23 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Speed","Daylight","2","0","Bicyclist","Bicyclist","East","North","Making Left Turn","Proceeding Straight",NA,6010207,2108183,NA,NA,NA,NA,6010207,2108183,-122.408007877105,37.7692445053286,6010207,2108183
"183",7478083502003,0,"Mcallister St at Jones St","8","West","6/22/2000","08:35 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Pedestrian Violation","Daylight","2","0","Pedestrian","Bicyclist","North","South","Not Applicable - Ped","Making Right Turn",NA,6009127.07514,2112534.90608,NA,NA,NA,NA,6009127.07514,2112534.90608,-122.412050889576,37.7811332939526,6009127.07514447,2112534.90607822
"184",7479085500654,0,"Market St at 8th St","380","East","6/23/2000","08:55 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Other Than Driver or Ped","Daylight","1","0","Bicyclist","Driver","East","East","Passing Other Vehicle","Stopped in Road",NA,6008606.9036,2111934.35093,NA,NA,NA,NA,6008606.9036,2111934.35093,-122.413807936692,37.7794551139488,6008606.90360312,2111934.35092718
"185",7481095000316,0,"Van Ness Ave at Ellis St","5","South","6/25/2000","09:50 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","North","East","Proceeding Straight","Proceeding Straight",NA,6006559.70301,2113562.04967,NA,NA,NA,NA,6006559.70301,2113562.04967,-122.421005684327,37.7838091977709,6006559.70300567,2113562.04966839
"186",7481100000220,0,"Folsom St at 12th St","75","East","6/25/2000","10:00 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","East","East","Stopped in Road","Proceeding Straight",NA,6008245.52228,2108885.60471,NA,NA,NA,NA,6008245.52228,2108885.60471,-122.41484228087,37.7710636779939,6008245.52228137,2108885.60471373
"187",7482131500450,0,"Potrero Ave at 22nd St (N)","80","South","6/26/2000","01:15 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","North","North","Stopped in Road","Proceeding Straight",NA,6010497.60142,2103577.13244,NA,NA,NA,NA,6010497.60142,2103577.13244,-122.406678067039,37.7566141006946,6010497.60142312,2103577.13244147
"188",7482190001411,0,"Bertha Ln at Hudson Ave","170","North","6/26/2000","07:00 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","East","South","Entering Traffic","Proceeding Straight",NA,6017921.48765,2094753.82699,NA,NA,NA,NA,6017921.48765,2094753.82699,-122.380390117103,37.7327996543681,6017921.48764831,2094753.82699135
"189",7482215701608,0,"Masonic Ave at Oak St","0","Not Stated","6/26/2000","09:57 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Auto R/W Violation","Dark - Street Lights","1","0","Bicyclist","Driver","North","East","Proceeding Straight","Making Left Turn",NA,5999331,2109440,NA,NA,NA,NA,5999331,2109440,-122.445717668896,37.7720809772145,5999331,2109440
"190",7482220000642,0,"Market St at 6th St","0","Not Stated","6/26/2000","10:00 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Auto R/W Violation","Dark - Street Lights","1","0","Driver","Bicyclist","South","East","Proceeding Straight","Proceeding Straight",NA,6009643,2112924,NA,NA,NA,NA,6009643,2112924,-122.410293519697,37.7822305869507,6009643,2112924
"191",7483162501869,0,"26th St at Mission St","0","Not Stated","6/27/2000","04:25 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","West","South","Making Left Turn","Proceeding Straight",NA,6007130,2100888,NA,NA,NA,NA,6007130,2100888,-122.418133832493,37.7490413656237,6007130,2100888
"192",7484073400303,0,"Folsom St at 10th St","30","East","6/28/2000","07:34 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","East","East","Stopped in Road","Proceeding Straight",NA,6008863.63916,2109530.77851,NA,NA,NA,NA,6008863.63916,2109530.77851,-122.412749805551,37.7728698861704,6008863.63916253,2109530.77851402
"193",7484110901989,0,"Florida St at 16th St","0","Not Stated","6/28/2000","11:09 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","West","North","Proceeding Straight","Stopped in Road",NA,6009183,2106857,NA,NA,NA,NA,6009183,2106857,-122.411456160621,37.7655462304108,6009183,2106857
"194",7485154000648,0,"15th St at Sharon St","78","East","6/29/2000","03:40 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Other Hazardous Movement","Daylight","1","0","Bicyclist","Driver","South","West","Proceeding Straight","Proceeding Straight",NA,6003926.89085,2107159.12506,NA,NA,NA,NA,6003926.89085,2107159.12506,-122.42965741216,37.7660795781527,6003926.89084591,2107159.12506038
"195",7486082000801,0,"Scott St at Oak St","79","North","6/30/2000","08:20 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Unsafe Speed","Daylight","1","0","Driver","Bicyclist","North","North","Proceeding Straight","Proceeding Straight",NA,6002209.18228,2109919.25584,NA,NA,NA,NA,6002209.18228,2109919.25584,-122.435796116203,37.7735608034496,6002209.18228054,2109919.25584289
"196",7491163000307,0,"Illinois St at 20th St","50","South","7/5/2000","04:30 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Passing","Daylight","1","0","Bicyclist","Driver","North","East","Passing Other Vehicle","Parking Maneuver",NA,6016052.95183,2104848.08721,NA,NA,NA,NA,6016052.95183,2104848.08721,-122.387554156339,37.7604131255108,6016052.95183172,2104848.08720916
"197",7491165502016,0,"Lake Merced Blvd at Brotherhood Way","0","Not Stated","7/5/2000","04:55 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Ped R/W Violation","Daylight","2","0","Driver","Bicyclist","South","West","Proceeding Straight","Proceeding Straight",NA,5987470,2088789,NA,NA,NA,NA,5987470,2088789,-122.485229771702,37.714694469242,5987470,2088789
"198",7492161001277,0,"23rd St at Florida St","49","East","7/6/2000","04:10 PM","Other","Bicycle","Severe Injury",NA,NA,"Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","North","West","Entering Traffic","Proceeding Straight",NA,6009505.9202,2102772.79544,NA,NA,NA,NA,6009505.9202,2102772.79544,-122.410050890411,37.754350037951,6009505.92019539,2102772.79543974
"199",7493084500191,0,"7th Ave at Kirkham St","0","Not Stated","7/7/2000","08:45 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","North","North","Making Right Turn","Proceeding Straight",NA,5993984,2105299,NA,NA,NA,NA,5993984,2105299,-122.46391259106,37.7604041413679,5993984,2105299
"200",7495165502122,0,"Franklin St at Greenwich St","0","Not Stated","7/9/2000","04:55 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Traffic Signals and Signs","Daylight","1","0","Bicyclist","Driver","West","North","Proceeding Straight","Proceeding Straight",NA,6005239,2119561,NA,NA,NA,NA,6005239,2119561,-122.426002011674,37.8002062691165,6005239,2119561
"201",7496054501642,0,"Divisadero St at Geary Blvd","0","Not Stated","7/10/2000","05:45 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Traffic Signals and Signs","Dusk - Dawn","1","0","Bicyclist","Driver","East","South","Proceeding Straight","Slowing/Stopping",NA,6001218,2113490,NA,NA,NA,NA,6001218,2113490,-122.439480772215,37.7833088100324,6001218,2113490
"202",7496185900080,0,"37th Ave at Sloat Blvd","0","Not Stated","7/10/2000","06:59 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Auto R/W Violation","Daylight","1","0","Bicyclist","Driver","East","South","Entering Traffic","Making Right Turn",NA,5984968,2095828,NA,NA,NA,NA,5984968,2095828,-122.494396145041,37.7338756506901,5984968,2095828
"203",7498194504037,0,"Plymouth Ave at Broad St","0","Not Stated","7/12/2000","07:45 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Unsafe Speed","Daylight","1","0","Driver","Bicyclist","West","North","Proceeding Straight","Making Left Turn",NA,5995896,2088065,NA,NA,NA,NA,5995896,2088065,-122.456053922158,37.7131937875845,5995896,2088065
"204",7499144501012,0,"Market St at 5th St","50","East","7/13/2000","02:45 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Pedestrian Violation","Daylight","2","0","Pedestrian","Bicyclist","South","West","Not Applicable - Ped","Proceeding Straight",NA,6010336.35535,2113586.32621,NA,NA,NA,NA,6010336.35535,2113586.32621,-122.407941530141,37.784088019854,6010336.3553467,2113586.32621107
"205",7500023101786,0,"14th St at Valencia St","0","Not Stated","7/14/2000","02:31 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Traffic Signals and Signs","Dark - Street Lights","1","0","Bicyclist","Driver","East","North","Proceeding Straight","Proceeding Straight",NA,6006098,2107865,NA,NA,NA,NA,6006098,2107865,-122.422198120899,37.7681404400307,6006098,2107865
"206",7500092500446,0,"Bay St at Columbus Ave","54","West","7/14/2000","09:25 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Speed","Daylight","1","0","Bicyclist","Driver","East","East","Proceeding Straight","Making Right Turn",NA,6007757.5627,2121308.22473,NA,NA,NA,NA,6007757.5627,2121308.22473,-122.417410671598,37.8051457248546,6007757.56269846,2121308.22473126
"207",7500151202035,0,"Harrison St at 5th St","60","West","7/14/2000","03:12 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Other Hazardous Movement","Daylight","1","0","Bicyclist","Driver","West","West","Passing Other Vehicle","Stopped in Road",NA,6012017.6356,2111668.5328,NA,NA,NA,NA,6012017.6356,2111668.5328,-122.401990008086,37.7789161898779,6012017.63560292,2111668.53279529
"208",7500173101590,0,"Grove St at Webster St","300","West","7/14/2000","05:31 PM","Other","Bicycle","Property Damage Only",NA,NA,"Unsafe Speed","Daylight","0","0","Driver","Bicyclist","West","West","Proceeding Straight","Proceeding Straight",NA,6003702.90743,2111084.33458,NA,NA,NA,NA,6003702.90743,2111084.33458,-122.430712256688,37.7768445583667,6003702.90743411,2111084.33457917
"209",7500202000438,0,"King St at 4th St","0","Not Stated","7/14/2000","08:20 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Driving Under Influence","Dark - Street Lights","1","0","Bicyclist","Driver","South","South","Other Unsafe Turning","Proceeding Straight",NA,6014297,2110681,NA,NA,NA,NA,6014297,2110681,-122.394035567295,37.7763315992588,6014297,2110681
"210",7501031501246,0,"Howard St at New Montgomery St","12","East","7/15/2000","03:15 AM","Other","Non-Collision","Other Visible Injury",NA,NA,"Unsafe Speed","Dark - Street Lights","1","0","Bicyclist",NA,"East",NA,"Making Right Turn",NA,NA,6012950.66726,2114314.29931,NA,NA,NA,NA,6012950.66726,2114314.29931,-122.398948005181,37.786232883644,6012950.66726159,2114314.29931181
"211",7501200001711,0,"Ofarrell St at Hyde St","1","West","7/15/2000","08:00 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Passing","Dusk - Dawn","1","0","Bicyclist","Driver","East","East","Proceeding Straight","Making Right Turn",NA,6007942.00948,2114103.86266,NA,NA,NA,NA,6007942.00948,2114103.86266,-122.416261794312,37.7853747080155,6007942.00947625,2114103.86265847
"212",7502191100541,0,"Mission St at 16th St","0","Not Stated","7/16/2000","07:11 PM","Other","Non-Collision","Severe Injury",NA,NA,"Unknown","Dusk - Dawn","1","0","Bicyclist","Pedestrian","Not Stated","Not Stated","Other","Not Applicable - Ped",NA,6006806,2106725,NA,NA,NA,NA,6006806,2106725,-122.419668321544,37.765050177772,6006806,2106725
"213",7503085900578,0,"Virginia Ave at Winfield St","0","Not Stated","7/17/2000","08:59 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Traffic Signals and Signs","Daylight","1","0","Bicyclist","Driver","West","North","Proceeding Straight","Proceeding Straight",NA,6006853,2098360,NA,NA,NA,NA,6006853,2098360,-122.418912430365,37.742084452124,6006853,2098360
"214",7504190702057,0,"15th St at Church St","38","East","7/18/2000","07:07 PM","Other","Non-Collision","Other Visible Injury",NA,NA,"Unsafe Speed","Daylight","1","0","Bicyclist",NA,"East",NA,"Proceeding Straight",NA,NA,6004207.93485,2107174.22419,NA,NA,NA,NA,6004207.93485,2107174.22419,-122.428686413322,37.7661369464453,6004207.93485158,2107174.22419325
"215",7505005000603,0,"Cesar Chavez St at Mission St","0","Not Stated","7/19/2000","12:50 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Traffic Signals and Signs","Dark - Street Lights","1","0","Driver","Bicyclist","West","South","Proceeding Straight","Making Left Turn",NA,6007098,2100570,NA,NA,NA,NA,6007098,2100570,-122.418221946237,37.7481664083732,6007098,2100570
"216",7505164502177,0,"California St at Montgomery St","220","West","7/19/2000","04:45 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Wrong Side of Road","Daylight","1","0","Bicyclist","Driver","East","East","Proceeding Straight","Proceeding Straight",NA,6011678.03035,2116716.18005,NA,NA,NA,NA,6011678.03035,2116716.18005,-122.40352006896,37.7927568821598,6011678.03034519,2116716.18004723
"217",7511092001156,0,"Polk St at Pine St","0","Not Stated","7/25/2000","09:20 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Passing","Daylight","1","0","Bicyclist","Driver","South","South","Proceeding Straight","Making Right Turn",NA,6006751,2115675,NA,NA,NA,NA,6006751,2115675,-122.420493899905,37.7896216213093,6006751,2115675
"218",7511160400691,0,"Market St at Stockton St","240","West","7/25/2000","04:04 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","East","East","Making U Turn","Passing Other Vehicle",NA,6010784.22555,2114011.46317,NA,NA,NA,NA,6010784.22555,2114011.46317,-122.406422019454,37.7852804098231,6010784.22555484,2114011.46316963
"219",7511205700355,0,"Potrero Ave at 24th St","14","North","7/25/2000","08:57 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Driving Under Influence","Dark - Street Lights","1","0","Bicyclist","Driver","East","North","Proceeding Straight","Proceeding Straight",NA,6010569.24678,2102274.97972,NA,NA,NA,NA,6010569.24678,2102274.97972,-122.406338544201,37.753042686721,6010569.24678215,2102274.97972328
"220",7512170000073,0,"Sloat Blvd at 36th Ave","5","West","7/26/2000","05:00 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Other Hazardous Movement","Daylight","1","0","Bicyclist","Driver","North","West","Entering Traffic","Proceeding Straight",NA,5985269.00343,2095837.81494,NA,NA,NA,NA,5985269.00343,2095837.81494,-122.493356223099,37.7339202110368,5985269.00342583,2095837.8149417
"221",7513075001061,0,"Irving St at 11th Ave","0","Not Stated","7/27/2000","07:50 AM","Broadside","Other Motor Vehicle","Complaint of Pain",NA,NA,"Auto R/W Violation","Daylight","1","0","Driver","Driver","North","West","Proceeding Straight","Proceeding Straight",NA,5992699,2106615,NA,NA,NA,NA,5992699,2106615,-122.468452518982,37.7639433943733,5992699,2106615
"222",7518084501342,0,"14th St at Shotwell St","75","East","8/1/2000","08:45 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","East","East","Making Right Turn","Proceeding Straight",NA,6007761.89238,2107957.01631,NA,NA,NA,NA,6007761.89238,2107957.01631,-122.416449391644,37.7684868061657,6007761.89238444,2107957.01631084
"223",7518172000654,0,"4th St at Harrison St","0","Not Stated","8/1/2000","05:20 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Other Hazardous Movement","Daylight","1","0","Bicyclist","Driver","South","South","Proceeding Straight","Making Right Turn",NA,6012717,2112337,NA,NA,NA,NA,6012717,2112337,-122.39961755879,37.7807906549539,6012717,2112337
"224",7519172500738,0,"Church St at Reservoir St","124","South","8/2/2000","05:25 PM","Other","Non-Collision","Complaint of Pain",NA,NA,"Other Improper Driving","Daylight","1","0","Bicyclist","Driver","South","South","Proceeding Straight","Stopped in Road",NA,6004127.12044,2107976.15114,NA,NA,NA,NA,6004127.12044,2107976.15114,-122.429023115658,37.7683342701239,6004127.12043787,2107976.15113953
"225",7525085000654,0,"10th St at Howard St","6","North","8/8/2000","08:50 AM","Other","Bicycle","Complaint of Pain",NA,NA,"Traffic Signals and Signs","Daylight","1","0","Driver","Bicyclist","South","East","Proceeding Straight","Proceeding Straight",NA,6008400.83919,2109972.32292,NA,NA,NA,NA,6008400.83919,2109972.32292,-122.414381938031,37.7740562763742,6008400.83918842,2109972.32292112
"226",7525152202044,0,"28th Ave at Judah St","0","Not Stated","8/8/2000","03:22 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Traffic Signals and Signs","Daylight","1","0","Bicyclist","Driver","North","East","Proceeding Straight","Proceeding Straight",NA,5987422,2105755,NA,NA,NA,NA,5987422,2105755,-122.48664069956,37.7612758483485,5987422,2105755
"227",7525164500802,0,"Van Ness Ave at Ellis St","0","Not Stated","8/8/2000","04:45 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Traffic Signals and Signs","Daylight","1","0","Driver","Bicyclist","North","West","Proceeding Straight","Proceeding Straight",NA,6006559,2113567,NA,NA,NA,NA,6006559,2113567,-122.421008468083,37.7838227505368,6006559,2113567
"228",7526141001426,0,"Washington St at Montgomery St","50","East","8/9/2000","02:10 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","West","West","Other","Proceeding Straight",NA,6011806.60931,2117731.2383,NA,NA,NA,NA,6011806.60931,2117731.2383,-122.403146610939,37.7955511704125,6011806.60931018,2117731.23829649
"229",7526190601565,0,"Folsom St at Rodgers St","54","East","8/9/2000","07:06 PM","Other","Bicycle","Other Visible Injury",NA,NA,"Other Hazardous Movement","Daylight","1","0","Driver","Bicyclist","Not Stated","East","Other","Proceeding Straight",NA,6009866.03875,2110488.30919,NA,NA,NA,NA,6009866.03875,2110488.30919,-122.409349959514,37.7755552534046,6009866.03875471,2110488.30918963
"230",7529171002201,0,"Market St at 9th St","225","East","8/12/2000","05:10 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Other Hazardous Movement","Daylight","1","0","Bicyclist","Driver","East","North","Proceeding Straight","Proceeding Straight",NA,6008037.3105,2111390.82062,NA,NA,NA,NA,6008037.3105,2111390.82062,-122.415739909942,37.7779307057481,6008037.31049791,2111390.82061835
"231",7529180502130,0,"24th Ave at Anza St","246","South","8/12/2000","06:05 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Improper Turning","Daylight","1","0","Driver","Bicyclist","West","North","Making Left Turn","Proceeding Straight",NA,5988462.0513,2111656.16657,NA,NA,NA,NA,5988462.0513,2111656.16657,-122.483476274519,37.7775393991308,5988462.05130439,2111656.16657288
"232",7529195501610,0,"Pine St at Polk St","68","East","8/12/2000","07:55 PM","Other","Bicycle","Complaint of Pain",NA,NA,"Other Hazardous Movement","Dusk - Dawn","1","0","Driver","Bicyclist","West","West","Stopped in Road","Proceeding Straight",NA,6006818.36355,2115684.28183,NA,NA,NA,NA,6006818.36355,2115684.28183,-122.420261487539,37.7896509029296,6006818.36354892,2115684.28182511
"233",7530114500246,0,"Market St at 9th St","58","West","8/13/2000","11:45 AM","Other","Bicycle","Other Visible Injury",NA,NA,"Unsafe Speed","Daylight","1","0","Driver","Bicyclist","East","East","Proceeding Straight","Proceeding Straight",NA,6007833,2111195,NA,NA,NA,NA,6007833,2111195,-122.41643281995,37.7773815416655,6007833,2111195
